campaign_id,campaign_name,client,material,path,kpi_uu,deadline_start,deadline_end,total_days,agg_uu_login,agg_pv_login,agg_video_started_uu,agg_watchtime_pings,agg_watchtime_uu,agg_avg_watchtime_sec,agg_uu_facebook,agg_uu_instagram,agg_uu_bez_utm,agg_pct_realizacji,agg_brakuje_uu,campaign_status,date,day_of_week,day_number,daily_uu,daily_pv,daily_video_started_uu,cumulative_uu,cumulative_pv,cumulative_video_started,pct_kpi_cumulative,expected_pct,data_source,data_fetched_at
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-19,Poniedzialek,11,26,36,14,326,447,137,81.5,36.7,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-20,Wtorek,12,30,38,14,356,485,151,89.0,40.0,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-21,Sroda,13,21,34,11,377,519,162,94.2,43.3,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-22,Czwartek,14,29,46,16,406,565,178,101.5,46.7,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-23,Piatek,15,19,21,8,425,586,186,106.2,50.0,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-24,Sobota,16,14,21,9,439,607,195,109.7,53.3,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-25,Niedziela,17,21,36,9,460,643,204,115.0,56.7,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-26,Poniedzialek,18,18,20,7,478,663,211,119.5,60.0,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-27,Wtorek,19,24,33,14,502,696,225,125.5,63.3,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-28,Sroda,20,15,18,9,517,714,234,129.2,66.7,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-29,Czwartek,21,17,19,9,534,733,243,133.5,70.0,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-30,Piatek,22,15,25,7,549,758,250,137.2,73.3,PostHog HogQL,2026-03-24
6,130-2025 Adamed,Adamed,Bisoprolol+ramipryl,/wideo/5-minut-o-leku-63/bisoprolol-ramipryl-785,400,2026-01-01,2026-01-31,30,461,773,224,6426,219,293,180,7,300,115.3,0,Zrealizowana,2026-01-31,Sobota,23,13,15,10,562,773,260,140.5,76.7,PostHog HogQL,2026-03-24
