"Nazwa kampanii","Nazwa zestawu reklam",Cel,"Status wyświetlania","Poziom wyświetlania",Zasięg,Wyświetlenia,Częstotliwość,"Ustawienie atrybucji","Typ wyniku",Wyniki,"Wydana kwota (PLN)","Koszt wyniku",Rozpoczęcie,Zakończenie,"Początek okresu raportowania","Koniec okresu raportowania"
"Webinary własne [zapis na wydarzenie]","Wywiad, badanie przedmiotowe i... | 8 maja",OUTCOME_LEADS,completed,adset,35470,103977,2.93140682,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",305,699.94,2.29488525,2025-04-30,2025-05-08,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 52-letni pacjent z przewlekłym zmęczeniem | [161-2025-Alfasigma-ALAnervON]",LINK_CLICKS,completed,adset,16568,73275,4.42268228,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",454,699.91,1.54165198,2025-12-01,2025-12-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso - objawowa hiperurykemia | 08.08 | [73-2025 Egis Milurit]",OUTCOME_SALES,completed,adset,21618,70198,3.24720141,"Kliknięcia z 7 dni",Video_Play,310,699.79,2.2573871,2025-07-09,2025-08-03,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Metformina  |  [142-2025 Merck]",OUTCOME_SALES,completed,adset,16507,52123,3.1576301,"Kliknięcia z 7 dni",Video_Play,351,699.68,1.99339031,2025-11-04,2025-11-16,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Wyzwania w farmakoterapii | [68-2025 Angelini Trittico]",OUTCOME_SALES,completed,adset,13457,35211,2.61655644,"Kliknięcia z 7 dni",Video_Play,251,699.66,2.78749004,2026-01-21,2026-02-28,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Webinar | Jak dobrać antydepresant do profilu pacjenta? Praktyka POZ | [229-2025 Egis]",OUTCOME_LEADS,active,adset,14896,50596,3.39661654,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",205,651.19,3.17653659,2026-02-19,2026-03-24,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 5 | styczeń-marzec | – Stories",OUTCOME_SALES,completed,adset,11686,32179,2.75363683,"Kliknięcia z 7 dni",Video_Play,192,627.37,3.26755208,2025-02-04,2025-03-27,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Bilanse od zera | styczeń-marzec",LINK_CLICKS,completed,adset,46212,122898,2.65943911,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",575,600,1.04347826,2025-01-13,2025-03-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - psychiatria, neurologia, ból - Lęk i zaburzenia snu",OUTCOME_SALES,completed,adset,14875,53613,3.60423529,"Kliknięcia z 7 dni",Video_Play,790,600,0.75949367,2025-11-14,2026-01-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - psychiatria, neurologia, ból - Agomelatyna w leczeniu depresji",OUTCOME_SALES,completed,adset,14269,46368,3.24956199,"Kliknięcia z 7 dni",Video_Play,435,600,1.37931034,2025-11-14,2026-01-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PK w POZ diabetologia | Powikłania sercowo-naczyniowe inaczej",OUTCOME_SALES,completed,adset,9146,32170,3.51738465,"Kliknięcia z 7 dni",Video_Play,184,600,3.26086957,2025-06-02,2025-07-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - psychiatria, neurologia, ból - Miorelaksanty w praktyce klinicznej",OUTCOME_SALES,completed,adset,9114,42175,4.62749616,"Kliknięcia z 7 dni",Video_Play,271,600,2.21402214,2025-11-14,2026-01-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - infekcje, szczepienia, antybiotykoterapia - Amoksycylina - z klawulanianem czy solo? Który antybiotyk wybrać zgodnie z EBM",OUTCOME_SALES,completed,adset,14577,45225,3.10249022,"Kliknięcia z 7 dni",Video_Play,450,600,1.33333333,2025-09-25,2025-12-26,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - psychiatria, neurologia, ból - Trazodon w praktyce lekarza POZ",OUTCOME_SALES,completed,adset,18774,57179,3.04564824,"Kliknięcia z 7 dni",Video_Play,602,599.99,0.99666113,2025-11-13,2026-01-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - infekcje, szczepienia, antybiotykoterapia - Probiotyki od A do Z",OUTCOME_SALES,completed,adset,11634,36375,3.12661166,"Kliknięcia z 7 dni",Video_Play,441,599.97,1.36047619,2025-09-25,2025-12-26,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Zmęczenie. Osłabienie | 31.01.26 | [161-2025-Alfasigma-ALAnervON]",LINK_CLICKS,completed,adset,17210,70391,4.09012202,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",696,599.97,0.86202586,2025-11-27,2026-01-31,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Specjalista w praktyce: ginekologia i położnictwo | 12.06  - mix targetowania",OUTCOME_LEADS,completed,adset,15187,56631,3.72891289,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",435,599.95,1.3791954,2025-05-24,2025-06-12,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ -gastroenterologia - Postępy w zakażeniu",OUTCOME_SALES,completed,adset,15946,51890,3.25410761,"Kliknięcia z 7 dni",Video_Play,851,599.93,0.70497062,2025-12-03,2026-02-28,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","ICS | ciąża z nasilonymi nudnościami i wymiotami [235-2025 Exeltis - Bonjesta]",LINK_CLICKS,recently_completed,adset,18250,69767,3.82284932,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",497,599.88,1.20700201,2026-02-18,2026-03-16,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | 238-2025 Angelini - Levopront",OUTCOME_SALES,completed,adset,18973,58035,3.05882043,"Kliknięcia z 7 dni",Video_Play,305,599.84,1.96668852,2026-01-13,2026-02-06,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD | 5 minut o wenlafaksynie | [229-2025 Egis]",OUTCOME_SALES,completed,adset,16286,56660,3.47906177,"Kliknięcia z 7 dni",Video_Play,276,599.82,2.17326087,2026-02-11,2026-03-06,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ -gastroenterologia - Probiotyki wieloszczepowe",OUTCOME_SALES,completed,adset,8054,30996,3.84852247,"Kliknięcia z 7 dni",Video_Play,234,599.78,2.56316239,2025-12-02,2026-02-28,2025-01-01,2026-03-17
"Kursy Remedium [dodanie do koszyka/zakup]","Kurs EKG | stażyści, lekarze rodzinni, POZ",OUTCOME_SALES,completed,adset,16392,47993,2.92783065,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","AddToCart - Konwersja",4,599.69,149.9225,2025-10-19,2025-11-21,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Pierwsze kroki w POZ - infekcje, szczepienia, antybiotykoterapia | 05.09.2025 – kopia – kopia",OUTCOME_LEADS,completed,adset,17534,41713,2.37897799,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",441,599.54,1.35950113,2025-09-02,2025-09-05,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Specjalista w praktyce: ginekologia i położnictwo | 12.06  - Ginekolodzy",OUTCOME_LEADS,completed,adset,28042,37367,1.33253691,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",54,599.4,11.1,2025-05-24,2025-06-12,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD | 5 minut o Dikolfaneku | [68-2025 Angelini Trittico]",OUTCOME_SALES,completed,adset,18861,49517,2.62536451,"Kliknięcia z 7 dni",Video_Play,256,599.35,2.34121094,2026-02-09,2026-02-12,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Pierwsze kroki w POZ - infekcje, szczepienia, antybiotykoterapia | 05.09.2025 – kopia",OUTCOME_LEADS,inactive,adset,25526,31950,1.25166497,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",48,598.55,12.46979167,2025-08-28,2025-09-05,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - kardiologia Kontinuum sercowo-naczyniowe. Pacjent kardiologiczny i metaboliczny w świetle wytycznych PTNT/PTK 2024",OUTCOME_SALES,active,adset,7908,28312,3.58017198,"Kliknięcia z 7 dni",Video_Play,205,590.65,2.88121951,2025-12-31,2026-03-22,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - kardiologia Znamy, ale czy działamy – czyli jak efektywnie w gabinecie POZ wdrażać optymalizację terapii pacjenta z HF aboliczny w świetle wytycznych PTNT/PTK 2024",OUTCOME_SALES,active,adset,9874,37321,3.77972453,"Kliknięcia z 7 dni",Video_Play,228,585.59,2.56837719,2026-01-02,2026-03-22,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - kardiologia Których pacjentów i jak leczyć przeciwkrzepliwie?",OUTCOME_SALES,active,adset,13098,43385,3.31233776,"Kliknięcia z 7 dni",Video_Play,361,583.02,1.61501385,2026-01-02,2026-03-22,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","FB | Trudne decyzje | 17.04.2025 | [233-2024 Adamed]",OUTCOME_SALES,completed,adset,17708,54619,3.08442512,"Kliknięcia z 7 dni",Video_Play,132,549.9,4.16590909,2025-03-28,2025-05-26,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - kardiologia playlista",OUTCOME_SALES,active,adset,8951,29285,3.27170149,"Kliknięcia z 7 dni",Video_Play,312,541.4,1.73525641,2025-12-25,2026-03-22,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - dermatologia - AZS - jak przygotować pacjenta do leczenia w programie lekowym krok po kroku?",OUTCOME_SALES,active,adset,7533,30920,4.1046064,"Kliknięcia z 7 dni",Video_Play,114,539.01,4.72815789,2026-01-09,2026-03-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD TD | Modyfikacja leczenia przeciwcukrzycowego u pacjentów z zaburzeniami czynności tarczycy | [142-2025 Merck]",OUTCOME_SALES,active,adset,9595,26335,2.74465868,"Kliknięcia z 7 dni",Video_Play,117,537.89,4.59735043,2026-02-27,2026-03-20,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - dermatologia - Szczepienie na krztusiec w dzieciństwie: jak zbudować fundament silnej odporności na przyszłość?",OUTCOME_SALES,active,adset,8960,31264,3.48928571,"Kliknięcia z 7 dni",Video_Play,164,535.63,3.26603659,2026-01-09,2026-03-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","DIL | Cukrzyca typu 2 i nowo rozpoznana niedoczynność tarczycy [234-2025 Merck]",LINK_CLICKS,active,adset,15646,51539,3.29406877,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",319,534.47,1.67545455,2026-02-27,2026-03-20,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - dermatologia - Jak dobrać optymalny inhalator?",OUTCOME_SALES,active,adset,10151,37035,3.64840902,"Kliknięcia z 7 dni",Video_Play,329,532.67,1.61905775,2026-01-09,2026-03-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - dermatologia - Łuszczyca - jak przygotować pacjenta do leczenia w programie lekowym krok po kroku",OUTCOME_SALES,active,adset,10106,37975,3.75766871,"Kliknięcia z 7 dni",Video_Play,140,529.83,3.7845,2026-01-09,2026-03-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 4| styczeń-marzec |  – Stories",OUTCOME_SALES,completed,adset,10724,25919,2.41691533,"Kliknięcia z 7 dni",Video_Play,127,526.01,4.14181102,2025-01-20,2025-03-27,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso | 31.05 | [8-2025 HascoLek]",OUTCOME_SALES,completed,adset,15436,43693,2.83059083,"Kliknięcia z 7 dni",Video_Play,226,500,2.21238938,2025-04-29,2025-05-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Kaszel niejdno ma imię | 24.02.2025",OUTCOME_LEADS,completed,adset,22985,62689,2.72738743,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",210,500,2.38095238,2025-02-17,2025-02-24,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Cykliczny węglan erytromycyny  | 30.06 | [50-2025-TZF-5min o leku]",OUTCOME_SALES,completed,adset,19235,51034,2.6531843,"Kliknięcia z 7 dni",Video_Play,105,500,4.76190476,2025-05-12,2025-06-30,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","FB | 5 minut o leku | Buprenorf | 12.02-12.03.2025 |  225-2025-Stada",OUTCOME_SALES,completed,adset,16835,45707,2.71499851,"Kliknięcia z 7 dni",Video_Play,366,500,1.36612022,2025-02-17,2025-03-12,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - psychiatria, neurologia, ból VOD [189-2025 Egis - Agomelatyna",OUTCOME_SALES,completed,adset,6506,17051,2.62081156,"Kliknięcia z 7 dni",Video_Play,164,499.99,3.04871951,2025-11-15,2025-12-15,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Sulodeksyd | 21.10.28.10 | Alfasigma",OUTCOME_SALES,completed,adset,9521,29033,3.04936456,"Kliknięcia z 7 dni",Video_Play,166,499.99,3.01198795,2025-11-04,2026-01-31,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","Wideo | Co po stażu podyplomowym? | 30.10",LINK_CLICKS,completed,adset,22940,64746,2.82240628,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",707,499.99,0.70719943,2025-08-21,2025-10-30,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PK w POZ pediatria |  Od zatkanego noska do swobodnego oddechu | KLOSTERFRAU  | czerwiec 2025",OUTCOME_SALES,completed,adset,10307,39121,3.79557582,"Kliknięcia z 7 dni",Video_Play,246,499.99,2.03247967,2025-05-13,2025-06-30,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | Ketoprofen | 31.07 | [194-2024 Sandoz Ketonal]",OUTCOME_SALES,completed,adset,26862,61225,2.27924205,"Kliknięcia z 7 dni",Video_Play,256,499.99,1.95308594,2025-07-22,2025-07-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso | 21.07 | [65-2025-Sandoz-Torsemed]",OUTCOME_SALES,completed,adset,17659,53519,3.03069256,"Kliknięcia z 7 dni",Video_Play,291,499.98,1.71814433,2025-06-12,2025-07-21,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","FB - 5 minut o leku | Tapentadol | 4-28.02.2025 | 225-2024-Stada",OUTCOME_SALES,completed,adset,25087,69394,2.76613385,"Kliknięcia z 7 dni",Video_Play,574,499.98,0.8710453,2025-02-06,2025-02-28,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | Zapalenie górnych dróg oddechowych | 15.05 | [1-2025-PierreFabre-pediatria]",LINK_CLICKS,completed,adset,26216,63030,2.40425694,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",545,499.98,0.9173945,2025-04-17,2025-05-15,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Przypadek kliniczny | Pacjent z migotaniem przedsionków i hipokaliemią | 31.01-28.02 | 234-2024 Egis",LINK_CLICKS,completed,adset,35602,78598,2.20768496,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1080,499.98,0.46294444,2025-02-04,2025-02-28,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","FB |5 minut o leku | Empagliflozyna 10.02-10.03.2025 | 173-2024 Boehringer-Jardiance",OUTCOME_SALES,completed,adset,12422,32644,2.62791821,"Kliknięcia z 7 dni",Video_Play,193,499.97,2.59051813,2025-02-17,2025-03-10,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB/IG - 5 minut o leku Torasemid | 31.05 | [65-2025-Sanodz-Torsemid]",OUTCOME_SALES,completed,adset,21059,62609,2.97302816,"Kliknięcia z 7 dni",Video_Play,184,499.97,2.71722826,2025-04-15,2025-05-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Trudne decyzje | 30.04.2025 | [225-2025-Stada]",OUTCOME_SALES,completed,adset,16592,44972,2.71046287,"Kliknięcia z 7 dni",Video_Play,278,499.97,1.79845324,2025-03-31,2025-04-30,2025-01-01,2026-03-17
"[KL] Nagrania konferencji klienckich  [odtworzenie nagrania na Remedium]","MKK | kwiecień 2025",OUTCOME_SALES,completed,adset,17907,48208,2.69213157,"Kliknięcia z 7 dni",Video_Play,97,499.97,5.1543299,2025-05-29,2025-06-30,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | Bisoprolol + rampiryl |Sulodeksyd 130-2025 Adamed Ramizek Plus",OUTCOME_SALES,completed,adset,8758,36893,4.21249144,"Kliknięcia z 7 dni",Video_Play,211,499.96,2.36947867,2026-01-13,2026-01-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Wywiad  | 68-2025 Angelini Trittico - wywiad 2",OUTCOME_SALES,completed,adset,15480,50440,3.25839793,"Kliknięcia z 7 dni",Video_Play,188,499.96,2.6593617,2026-01-13,2026-02-12,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Trazodon | 18.06 | [68-2025 Angelini Trittico]",OUTCOME_SALES,completed,adset,37579,81693,2.17390032,"Kliknięcia z 7 dni",Video_Play,283,499.96,1.76664311,2025-05-25,2025-06-25,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PK w POZ diabetologia | Semaglutyd – zawsze, dla każdego? | Novo nordisk  | czerwiec 2025",OUTCOME_SALES,completed,adset,11706,34873,2.97907056,"Kliknięcia z 7 dni",Video_Play,323,499.96,1.54786378,2025-06-02,2025-08-24,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","Specjalista w praktyce: ginekologia | wykład Pierre Fabre | 28.09",OUTCOME_SALES,completed,adset,14489,51462,3.55179792,"Kliknięcia z 7 dni",Video_Play,206,499.95,2.42694175,2025-07-14,2025-08-11,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","hiperurykemia [129-2025 Egis - Kurs hiperurykemii] – kopia",OUTCOME_SALES,completed,adset,8251,29308,3.5520543,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,169,499.95,2.95828402,2026-02-17,2026-03-02,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","Specjalista w praktyce: ginekologia | wykład Abbott | 28.09",OUTCOME_SALES,completed,adset,11665,43679,3.74444921,"Kliknięcia z 7 dni",Video_Play,242,499.94,2.06586777,2025-07-11,2025-08-11,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso - terapia bólu | 31.07 | [44-2025-Stada-Palexia-Transtec]",OUTCOME_SALES,completed,adset,15819,50719,3.20620772,"Kliknięcia z 7 dni",Video_Play,274,499.93,1.82456204,2025-07-03,2025-07-31,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Terapia grypy pod kontrolą  [158-2025 Biofarm]",OUTCOME_SALES,completed,adset,16803,41068,2.44408737,"Kliknięcia z 7 dni",Video_Play,434,499.93,1.15191244,2026-01-21,2026-02-01,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Lerkanidypina | 12.05 |  [25-2025-Recordati-Lercan-Lercapol]",OUTCOME_SALES,completed,adset,18512,53814,2.90697926,"Kliknięcia z 7 dni",Video_Play,184,499.93,2.71701087,2025-04-04,2025-05-12,2025-01-01,2026-03-17
